0,For testing
1,Pledge effect test
2,Test_enchantweapon
3,Test_cure
4,[Item] White Sign Soapstone
5,Test_cureitem
6,【 system 】 Kickout
7,[Item] Black Separation Crystal
8,System: Parameter changes during ghosting
9,【 system 】 Black parameter change
10,[Item] Red Sign Soapstone
11,[Item] Red Eye Orb
12,【 system 】 Bloodsign
13,[System] Soul steel [multi]
14,[System] Blue sign Visualization
15,[Item] Black Eye Orb
16,【 system 】 NITs intrusion sign barreling
17,【 system 】 L Arena exit
20,【 System 】 Evaluation effect
21,[System] Point light source equipment
22,Test_change_wep0
23,Test_change_wep1
24,【 system 】 Request for rescue
25,[System] effect for revival production
26,【 system 】 Invasion of the prize neck
27,[System] to scatter the scales of dragons
28,[Item] Dried Finger
30,Anim - Parry Frames
31,Anim - Counter Frames
32,Anim - Falling Frames
33,Petrified
34,Crystallization
35,Throwing invalid state
36,Throwing ring equipment (throwing conditions)
37,Soul Drain Throw condition
38,Enhanced throwing damage up effect
39,【 DLC 】 Throwing disabled state _ for prevention of saddle
40,No resonance - Always applied to player
41,Resonance LV1
42,Resonance Lv2
43,Resonance Lv3
44,Resonance lv4
45,Caries deaths
50,Magic Nature (slot + 3 version)
52,PG Test: Detection
53,PG Test: Waiting for cooperation
54,PG Test: Cooperation
55,PG Test: Cooperating send
57,PG Test: Gravity disabled
59,Cooperation LV1
60,Cooperation LV2
61,Cooperation Lv3
62,Waiting for cooperation
63,Evil Eye Lv1
64,Evil Eye Lv2
65,The Evil eye (for use)
71,Curse effect _LV1
72,Curse effect _lv2
73,Curse effect _lv3
74,Curse effect _lv4
80,Curse effect [Strengthening of spirits]
90,Down
91,Not guarded: scheduled to be deleted
92,Guard possible
94,SA addition disabled
95,Movement magnification can be changed
96,View Cut
97,In a posture collapse
100,Bonfire - Restore HP
101,Bonfire - State Info 13
102,Bonfire - Remove Bleed
103,Bonfire - Remove Poison
104,Bonfire - Remove Toxic
105,Bonfire - Base Player Value
106,Bonfire - Remove Frost
107,Bonfire - Restore Durability
108,Bonfire - Effect Category 100
109,Bonfire - Remove Curse
110,Squirrel-Pong Recovery effect 1
111,Squirrel Pong Recovery Effect 2
112,Squirrel Pong Recovery Effect 3
113,Squirrel Pong Recovery Effect 4
114,Squirrel Pong Recovery Effect 5
115,The Squirrel Pong Recovery effect 6
116,Squirrel Pong Recovery Effect 7
117,Squirrel Pong Recovery Effect 8
118,Squirrel Pong Recovery Effect 9
119,Squirrel Pong Recovery Effect 10
150,Dung Pie
201,【 QWC 】 Area _npc_ + 1
202,【 QWC 】 Area _npc_ + 2
203,【 QWC 】 Area _npc_ + 3
206,【 QWC 】 Area _npc_-1
207,【 QWC 】 Area _NPC_-2
208,【 QWC 】 Area _NPC_-3
211,[QWC] Area _ black _ + 1
212,[QWC] Area _ black _ + 2
221,[QWC] Area _ white _ + 1
222,[QWC] Area _ white _ + 2
231,[QWC] Area _ gray _ + 1
232,[QWC] Area _ gray _ + 2
236,[QWC] Area _ gray _-1
237,[QWC] Area _ gray _-2
311,[QWC] Player _ black _ + 1
312,[QWC] Player _ black _ + 2
321,[QWC] Player _ white _ + 1
322,[QWC] Player _ white _ + 2
331,[QWC] Player _ gray _ + 1
332,[QWC] Player _ gray _ + 2
336,[QWC] Player _ gray _-1
337,[QWC] Player _ gray _-2
401,Torch
402,Torch [Cycle]
403,Torches (for enemy sensing)
404,[SP] Torches _ for flame effect
407,[SP] Torch _ for Light ID offset
412,[FDP] Torch _ for Flame effect (raised)
420,[SP] covered with oil
421,【 SP 】 Fire Daruma
425,【 SP 】 Fire Spread damage
430,[FDP] Damage in the fire Daruma
440,Anim - Rolling
490,[FDP] King of firewood added effect
491,[FDP] Added SFX when attacking king of firewood
499,[FDP] King of firewood added effect _ client
500,Gravity
510,Gravity (for the use of)
520,Sound Feed
530,Hidden
531,Hidden-sound source for dead
540,Silence
550,Tip Blood Letters
560,Resurrection when dead
561,Resurrection when dead (for determination of cord)
570,Regenerate
580,return [standby]
581,Return of movement
600,Anti Magic
610,Anti-Magic (for the use) 【 effect 】
611,Anti-Magic (for the use of) [effect]
620,Light
630,Attracted
640,Falling control
650,A firm oath
651,Hard Oath for icons
1000,Weapon Magic Reinforcement 1
1010,Weapon Magic Reinforcement 2
1020,Weapon Magic Reinforcement 3
1040,Shield Reinforcement 1
1050,Shield Reinforcement 2
1060,Invisible weapon
1070,Sword of the Sun
1080,Moon Sword
1081,Sword of the Moon _lv1
1082,Sword of the Moon _lv2
1083,Sword of the Moon _lv3
1090,The Power of Madness
1100,Fire Weapon Reinforcement 1
1120,Veil of water
1130,Body of iron [damage reduction effect]
1140,Body of iron [moving slow effect]
1150,Body of iron [damage animation change effect]
1160,Magic Protection 1
1170,Magic Protection 2
1200,Poison for Poisoncloud
1210,Deadly poison for the desk loud
1220,Corrosion for corrosion Cloud
1230,A deadly poison for the Mist of Darkness
1300,Universal treatment [State Recovery]
1301,Universal treatment [recovery of bleeding immunity]
1302,Universal cure [Poison tolerance recovery]
1303,Universal cure [deadly poison resistant recovery]
1320,Poison treatment [State recovery]
1321,Poison treatment [Resilient recovery]
1330,Weapon Armor Repair
1340,A curse
1350,Worm Recovery
1400,HP Recovery 1_ Yourself
1401,HP Recovery 1_ around
1420,HP Recovery 3_ Yourself
1421,HP Recovery 3_ around
1430,HP Recovery 4
1431,HP Recovery 4_ Resonance LV1
1500,Mimicry
1510,Mimicry [moving slow effect]
1520,Dragon Change 1
1530,Dragon Change 2
1600,Soul Drain 1 [AI]
1610,Soul Drain 1 【 PC 】
1620,Soul Drain 2 [AI]
1630,Soul Drain 2 [PC]
1700,White Relief Magic
1710,Black Relief Magic
1720,Item Detection Magic
1800,Causal retribution _ for counting
1810,Causal retribution _ for explosive generation
1900,[FDP] Tread SA
1901,FDP ID override test
1902,[FDP] covered with Uzi test
1903,[FDP] Tread guard
1904,[FDP] Rotation movement gap
1905,[FDP] Holding guard compensation for continuous firing
1906,[FDP] Double chanting
1907,FDP SA chanting
2000,[Item] Estus Flask
2001,[Item] Estus Flask+1
2002,[Item] Estus Flask+2
2003,[Item] Estus Flask+3
2004,[Item] Estus Flask+4
2005,[Item] Estus Flask+5
2006,[Item] Estus Flask+6
2007,[Item] Estus Flask+7
2008,[Item] Estus Flask+8
2009,[Item] Estus Flask+9
2010,[Item] Estus Flask+10
2020,[Item] Ashen Estus Flask
2021,[Item] Ashen Estus Flask +1
2022,[Item] Ashen Estus Flask +2
2023,[Item] Ashen Estus Flask +3
2024,[Item] Ashen Estus Flask +4
2025,[Item] Ashen Estus Flask +5
2026,[Item] Ashen Estus Flask +6
2027,[Item] Ashen Estus Flask +7
2028,[Item] Ashen Estus Flask +8
2029,[Item] Ashen Estus Flask +9
2030,[Item] Ashen Estus Flask +10
2100,[Item] Charcoal Pine Resin
2110,[Item] Charcoal Pine Bundle
2120,[Item] Gold Pine Resin
2130,[Item] Gold Pine Bundle
2140,Resonance
2150,[Item] Rotten Pine Resin
2151,[Item] Rotten Pine Resin [AttackOccurance]
2170,[Item] Human Pine Resin
2180,[Item] Carthus Rouge
2181,[Item] Carthus Rouge [AttackOccurance]
2190,[Item] Pale Pine Resin
2300,[Item] Charcoal Pine Resin - Ref2
2310,[Item] Charcoal Pine Bundle - Ref2
2320,[Item] Gold Pine Resin - Ref2
2330,[Item] Gold Pine Bundle - Ref2
2350,[Item] Rotten Pine Resin - Ref2
2351,[Item] Rotten Pine Resin - Ref2 [AttackOccurance]
2370,[Item] Human Pine Resin - Ref2
2380,[Item] Carthus Rouge - Ref2
2381,[Item] Carthus Rouge - Ref2
2390,[Item] Pale Pine Resin - Ref2
3000,HP Recovery Grass
3040,[Item] Green Blossom
3041,[DLC] Fragment of mushroom
3042,[Item] Budding Green Blossom
3050,bleeding treatment [State recovery]
3051,bleeding treatment [resistance recovery]
3060,Poison treatment [State recovery]
3061,Poison treatment [Resilient recovery]
3070,Toxic treatment [State recovery]
3071,Toxic treatment [Resilient recovery]
3080,Universal treatment [State Recovery]
3090,[Item] Purging Stone [Replace]
3091,Egg treatment
3092,Curse
3093,[Item] Purging Stone
3100,[Item] Repair Powder
3110,Poison Throwing Knife
3115,Kukri
3120,To make the opponent a poisonous poison
3121,I take damage
3130,Each time a
3140,And every time B
3150,Undead Hunter Charm [Mimic Effect]
3151,Undead Hunter Charm [Estus Block]
3152,Undead Hunter Charm [Mimic Effect]
3160,Weapon Flame Enhancement
3161,Weapon Flame Enhancement (quick)
3170,Weapon Lightning Reinforcement
3171,Weapon Lightning Enhancement (quick)
3180,Weapon versus Spirit reinforcement
3210,Excitement Incense
3220,[Item] Homeward Bone
3221,[Item] Homeward Bone
3222,[Item] Homeward Bone
3223,[Item] Homeward Bone
3224,[Item] Homeward Bone
3225,[Item] Homeward Bone
3226,[Item] Dark Sign
3230,Resurrection Stone [Resurrection effect]
3231,Human Nature Recovery
3240,[Item] Binoculars
3250,Pledge discarded
3269,[Item] Soul (50)
3270,[Item] Soul (200)
3271,[Item] Soul (400)
3272,[Item] Soul (800)
3273,[Item] Soul (1000)
3274,[Item] Soul (2000)
3275,[Item] Soul (3000)
3276,[Item] Soul (5000)
3277,[Item] Soul (8000)
3278,[Item] Soul (10000)
3279,[Item] Soul (20000)
3280,[Item] Soul (500)
3281,[Item] Soul (1000)
3282,[Item] Soul (2000)
3283,[Item] Soul (2500)
3284,[Item] Soul (5000)
3285,[Item] Soul (7500)
3286,[Item] Soul (12500)
3287,[Item] Soul (20000)
3288,[Item] Soul (25000)
3289,[Item] Soul (50000)
3290,[Item] Ember
3291,[Item] Ember [ReplaceEffect] - Left Shoulder
3292,[Item] Ember [ReplaceEffect] - Right Shoulder
3293,[Item] Ember [ReplaceEffect] - Upper Body
3294,[Item] Ember [ReplaceEffect] - System
3295,[Item] Ember [ReplaceEffect] - SFX
3296,[Item] Ember [ReplaceEffect] - SFX
3297,[Item] Ember [ReplaceEffect] - SFX
3298,[Item] Ember [ReplaceEffect] - SFX
3330,[Item] Divine Blessing
3340,[Item] Hidden Blessing
3400,[Item] Soul of a Crystal Sage
3402,[Item] Soul of the Blood of the Wolf
3403,[Item] Soul of Consumed Oceiros
3404,[Item] Soul of Boreal Valley Vordt
3405,[Item] Soul of the Old Demon King
3406,[Item] Soul of Dragonslayer Armour
3407,[Item] Soul of the Nameless King
3409,[Item] Soul of Champion Gundyr
3411,[Item] Soul of Pontiff Sulyvahn
3412,[Item] Soul of Aldrich
3413,[Item] Soul of High Lord Wolnir
3414,[Item] Soul of the Rotted Greatwood
3415,[Item] Soul of Rosaria
3416,[Item] Soul of the Deacons of the Deep
3417,Boss Soul: Prince of Darkness, soul of Brother
3418,[Item] Soul of the Twin Princes
3419,[Item] Soul of Yhorm the Giant
3420,[Item] Soul of the Dancer
3421,[Item] Soul of the Lords
3427,[Item] Soul of a Demon
3431,[Item] Soul of a Stray Demon
3432,[Item] Soul of Sister Friede
3433,[Item] Soul of Slave Knight Gael
3434,[Item] Soul of the Demon Prince
3435,[Item] Soul of Darkeater Midir
3600,Dragon Head Form
3610,Dragon Form
3620,Dragon Head Stone - On Use
3630,Dragon Torso Stone - On Use
3640,Twinkling Dragon Head Stone - On Use
3650,Twinkling Dragon Torso Stone - On Use
3700,[Item] Seed of a Giant Tree
3701,[Item] Seed of a Giant Tree [Cycle]
3730,[Item] Way of White Circlet
3740,[Item] Forked Pale Tongue
3750,[Item] Proof of a Concord Well Kept
3820,[Item] Mossfruit
3870,[Item] Young White Branch
3871,[Item] Young White Branch [CycleOccurance]
3880,[Item] Rusted Coin
3890,[Item] Rusted Gold Coin
3910,[Item] Blue Bug Pellet
3920,[Item] Red Bug Pellet
3930,[Item] Yellow Bug Pellet
3940,[Item] Black Bug Pellet
4000,Swamp - Movement Slow
4001,Farron Swamp - Poison (Deep) - Interval Adjustment
4002,Farron Swamp - Poison (Deep)
4003,Farron Swamp - Poison (Shallow) - Interval Adjustment
4004,Farron Swamp - Poison (Shallow)
4010,Toxic Swamp - Poison (Deep) - Interval Adjustment
4011,Toxic Swamp - Poison (Deep)
4012,Toxic Swamp - Poison (Shallow) - Interval Adjustment
4013,Toxic Swamp - Poison (Shallow)
4050,Falling Death Disabled
4060,Fall Damage Disabled
4070,Fall Damage Disabled
4100,Slow effect (weak)
4101,Slow effect (strong)
4150,Inside Key of Universal door
4200,Curse Trap - Interval Adjustment
4201,Curse Trap
5000,Non-combat action running
5001,Non-combat behavior smooth disregard
5020,General effect for logic judgment 1
5021,General effect for logic judgment 2
5022,General effect for logic judgment 3
5023,General effect for logic judgment 4
5024,General effect for logic judgment 5
5025,General effect for logic judgment 6
5026,General effect for logic judgment 7
5027,General effect for logic judgement 8
5028,General effect for logic judgment 9
5029,General effect for logic judgment 10
5030,General effect for logic judgment 11
5031,General effect for logic judgement 12
5032,General effect for logic judgment 13
5033,General effect for logic judgment 14
5034,General effect for logic judgment 15
5040,MP Decrease-1
5041,MP Decrease-2
5042,MP Decrease-3
5043,MP Decrease-4
5044,MP Decrease-5
5045,MP Recovery + 1
5046,MP Recovery + 2
5047,MP Recovery + 3
5048,MP Recovery + 4
5049,MP Recovery + 5
5100,Maggots covered
5101,Blood damage so that the maggots smeared
5247,Cold air Damage Release
5300,Normal damage anime changes [all disabled]
5301,Normal damage anime changes [minimal, small, medium, large, beating, launch, pushing disabled]
5302,Normal damage anime changes [minimum, small, medium, large, push disabled]
5303,Normal damage anime change [Minimal, small, medium, press disabled]
5304,Normal damage anime change [minimal, small, push disabled]
5305,Normal damage anime change [minimal, push disabled]
5306,Normal time damage anime change [press → Small]
5307,Normal damage anime change [minimum → small]
5308,Normal Time damage Anime change
5309,Normal damage Anime change
5310,Normal damage anime changes [lv1 down]
5311,Normal damage anime changes [small, 吹tsu飛bimasu, launch only]
5320,Normal damage anime change [large only]
5321,Normal damage anime change [Medium, large, only slams]
5322,Normal damage anime changes [吹tsu飛bimasu]
5323,Normal damage anime changes [no 吹tsu飛bimasu/slams]
5324,Normal damage anime change [Minimal, small, medium, large only]
5325,Normal damage anime changes [吹tsu飛bimasu/push]
5326,Normal damage anime changes [small and medium only]
5327,Normal damage anime change [small, medium, large only]
5328,Normal damage anime change [small, medium, large, only slapping]
5329,Normal damage anime change [small only]
5330,Normal damage anime change [small, large, 吹tsu飛bimasu only]
5331,Normal damage anime change [for crystal lizards]
5332,Normal damage anime changes [under the big deal]
5333,Normal damage anime changes [during only]
